Open,O1,H1,L1,V1,O2,H2,L2,V2,O3,H3,L3,V3
266.6,265.58,267.98,265.31,16386120.0,266.94,267.16,262.5,26334880.0,262.71,266.44,262.52,21029520.0
200.29,197.77,200.99,197.35,26067510.0,198.43,199.26,195.29,21070330.0,198.54,200.16,198.17,18220420.0
152.02,155.8,155.8,152.75,37350060.0,157.9,158.26,153.83,52126240.0,159.51,159.77,158.44,20565620.0
175.48,174.94,175.85,174.27,31686450.0,177.91,178.25,176.13,23273160.0,175.21,177.74,174.52,27825140.0
191.63,199.0,199.85,193.79,50991030.0,205.55,206.01,202.25,34317760.0,209.98,210.12,206.75,25289270.0
113.7,113.4,113.66,112.69,21400410.0,113.06,114.31,112.63,29707270.0,112.71,113.05,112.28,21634520.0
215.9,217.71,221.38,216.75,29027340.0,222.6,224.23,214.54,39992120.0,215.83,223.25,214.7,38681170.0
138.85,139.25,139.36,138.64,19578920.0,138.74,138.79,137.05,22117750.0,138.95,139.8,138.82,18695500.0
291.12,284.82,289.98,284.7,23334000.0,284.69,284.89,282.92,12119710.0,280.53,284.25,280.37,24677880.0
193.06,192.45,193.66,192.05,18680930.0,190.68,191.96,189.56,15955820.0,191.78,192.43,190.17,20670830.0
98.97,98.55,99.11,96.76,70722000.0,98.68,100.13,96.43,80742460.0,100.56,102.37,99.87,68384270.0
112.95,117.42,117.7,113.25,123601900.0,121.5,122.57,117.52,69639900.0,122.6,122.64,120.91,42832890.0
106.14,105.66,106.57,105.64,31639010.0,105.8,106.5,105.5,24817940.0,106.62,107.44,106.29,24900130.0
94.94,96.0,96.57,95.03,34355970.0,96.62,96.65,95.3,60793260.0,96.45,97.75,96.07,31251870.0
320.0,315.36,319.75,314.61,38190550.0,324.74,325.98,322.85,20028450.0,324.19,326.22,323.35,23686890.0
289.46,291.12,293.97,288.12,36592940.0,284.82,289.98,284.7,23334000.0,284.69,284.89,282.92,12119710.0
179.37,176.15,179.25,175.07,34260230.0,177.9,179.39,176.14,29512410.0,176.18,177.36,175.65,25302200.0
112.46,113.16,113.8,111.8,35850010.0,113.69,114.64,113.43,29608390.0,113.0,113.18,112.34,24587490.0
160.11,158.47,160.97,158.0,48846060.0,158.99,159.4,158.09,23637310.0,159.87,159.96,157.91,44866280.0
139.39,141.5,141.74,140.35,22355140.0,141.26,141.58,140.61,20299310.0,139.85,141.6,139.76,25804820.0
179.8,184.66,185.71,182.55,29748560.0,185.22,188.0,184.7,28364850.0,183.52,184.35,180.28,38612290.0
188.5,190.71,191.28,190.18,15801370.0,189.5,190.68,189.3,19636390.0,185.42,188.43,185.2,17426160.0
224.8,218.07,223.71,217.73,44289650.0,213.86,216.78,211.71,31777930.0,214.84,216.44,211.07,27309400.0
184.99,185.18,187.67,184.75,42557530.0,178.25,184.25,178.17,56137230.0,175.88,177.5,174.44,33944110.0
105.25,105.93,107.65,105.14,35454230.0,106.34,106.5,105.19,43607120.0,105.52,106.47,104.96,34394830.0
109.07,110.17,111.54,108.73,66300930.0,112.83,113.51,107.86,73230280.0,113.85,114.57,112.44,51861990.0
154.0,153.38,153.98,152.63,26892850.0,151.27,153.34,151.13,33520150.0,153.6,154.57,149.71,50674280.0
145.77,145.52,146.07,144.61,21247590.0,146.87,146.87,144.94,24877950.0,143.66,146.74,143.66,32203640.0
208.0,207.03,208.74,205.48,33408050.0,200.58,208.38,200.35,62317430.0,199.13,201.76,197.31,67812280.0
93.99,97.61,97.88,94.25,82107120.0,96.0,98.71,95.68,114436300.0,103.91,105.3,103.91,52979780.0
111.94,112.18,112.68,109.79,64678220.0,115.19,115.39,112.85,46810020.0,116.04,116.94,115.51,29158640.0
135.91,137.38,137.48,136.3,20762360.0,136.43,137.12,136.11,20769030.0,136.23,136.75,135.98,24487200.0
158.99,159.87,159.96,157.91,44866280.0,162.61,163.96,158.77,71574560.0,160.5,162.05,159.89,31506890.0
108.59,108.86,109.1,107.85,25784420.0,108.77,109.69,108.36,25108890.0,109.23,109.6,109.02,21918340.0
115.2,116.26,116.82,115.65,32461350.0,116.37,117.42,115.21,45179400.0,116.9,118.07,116.06,59029400.0
172.4,172.5,173.54,172.0,23402510.0,172.15,172.39,171.46,19088170.0,169.2,172.89,168.79,34260890.0
144.88,144.45,144.96,143.78,22986960.0,144.71,145.13,142.28,31450520.0,144.49,146.11,143.16,22052920.0
198.58,199.2,200.14,196.21,27738580.0,200.85,201.0,198.44,20543190.0,198.68,200.74,198.18,21654750.0
97.6,99.02,99.54,98.33,29139100.0,99.6,100.4,98.82,42268040.0,99.44,100.47,99.25,36299460.0
138.78,140.0,140.28,138.76,26170690.0,137.89,140.15,137.6,36362440.0,137.08,137.44,136.7,23446340.0
143.68,140.91,144.04,140.62,33348400.0,139.39,141.22,138.62,23531670.0,141.5,141.74,140.35,22355140.0
113.05,115.19,116.18,113.25,46937190.0,115.12,116.13,114.04,79763890.0,113.86,115.73,113.49,90398170.0
96.49,95.7,96.5,95.62,24460850.0,94.6,95.66,94.37,30877540.0,95.39,95.4,94.46,27553750.0
284.82,284.69,284.89,282.92,12119710.0,280.53,284.25,280.37,24677880.0,282.23,282.65,278.56,69032740.0
219.75,216.82,221.26,216.63,27581270.0,220.78,221.36,217.29,95584080.0,220.24,222.28,219.15,26388050.0
109.5,110.0,110.03,108.25,34113880.0,109.17,110.09,108.85,26481320.0,110.37,110.94,109.03,37034520.0
360.08,353.25,362.17,351.28,32661520.0,364.41,365.32,353.02,51314210.0,360.7,365.0,357.57,34380630.0
316.27,313.59,315.7,312.09,27207250.0,311.85,315.5,309.55,30480880.0,316.7,317.57,312.17,40653460.0
314.18,322.37,323.4,318.0,29421010.0,322.57,325.22,320.26,26356390.0,323.52,324.76,318.95,29706720.0
300.95,297.26,304.18,289.23,55548830.0,318.62,320.45,310.5,32426420.0,322.63,324.65,318.21,25141490.0
121.5,122.6,122.64,120.91,42832890.0,122.32,122.57,121.71,33400950.0,123.15,123.5,122.27,36912040.0
96.4,96.31,96.9,95.92,34240470.0,96.0,96.76,95.8,35290570.0,98.84,98.89,96.09,38866100.0
149.56,148.7,148.83,145.9,54571440.0,144.53,148.55,143.8,57423650.0,143.98,145.72,142.0,91106840.0
148.82,147.97,149.33,147.33,20117070.0,145.5,148.49,145.44,25080500.0,145.87,146.18,144.82,24833800.0
180.29,182.66,182.8,177.7,41523580.0,176.73,181.29,174.93,45941750.0,171.51,174.77,170.88,41156140.0
111.65,108.97,110.45,108.51,49904460.0,112.49,112.78,110.04,53142590.0,110.23,112.34,109.13,61681250.0
143.92,144.47,144.6,143.38,19998050.0,143.91,144.9,143.87,18325720.0,143.5,143.95,143.18,17117710.0
277.95,284.69,286.95,276.86,53812480.0,287.38,288.2,282.35,39281290.0,282.4,286.33,280.63,32788640.0
116.65,116.45,117.11,116.4,14979680.0,117.52,118.02,116.2,20686510.0,116.52,117.8,116.49,18131970.0
235.09,233.37,235.24,233.2,19286690.0,236.39,237.65,234.88,23040480.0,234.9,238.13,234.67,24413480.0
120.42,119.55,120.1,119.5,23191150.0,120.0,120.81,119.77,21982000.0,120.45,120.45,119.73,29922650.0
113.38,113.67,115.37,113.66,46594220.0,112.21,114.3,111.87,73991000.0,115.66,116.49,113.72,63712340.0
118.7,116.93,119.3,116.06,85436210.0,115.4,116.54,113.99,67673450.0,118.08,118.13,114.92,66139770.0
117.25,118.18,118.21,117.45,24308210.0,117.33,117.84,116.78,23583810.0,117.88,118.17,117.13,35626020.0
186.07,186.78,187.07,185.1,23639070.0,189.01,189.53,187.86,20393070.0,189.49,190.06,187.45,26167950.0
113.06,112.71,113.05,112.28,21634520.0,112.46,113.37,111.8,36340670.0,113.16,113.8,111.8,35850010.0
160.29,163.09,163.4,159.07,51467440.0,154.83,163.72,154.0,68171940.0,159.1,163.88,156.0,72215320.0
263.69,265.54,266.08,260.4,26609920.0,267.9,268.0,265.39,19069600.0,265.8,267.43,264.23,21700900.0
315.31,304.3,313.49,302.22,43496400.0,320.93,322.68,308.29,49897100.0,320.54,324.09,318.75,31685810.0
115.38,115.04,116.2,114.98,33962370.0,113.84,115.92,113.75,43293350.0,113.29,115.0,112.49,26176690.0
175.94,175.69,177.75,173.97,27413060.0,174.28,175.15,172.89,25737560.0,174.32,174.91,172.92,27953810.0
149.1,149.9,150.33,148.13,19690420.0,149.89,150.23,149.19,17192770.0,153.75,153.99,147.3,32429770.0
156.01,154.7,156.42,154.67,32493770.0,152.45,154.07,152.31,27236290.0,153.63,153.94,152.11,25779060.0
262.71,262.59,263.18,260.84,16331260.0,263.69,264.01,261.18,30348780.0,265.54,266.08,260.4,26609920.0
177.9,176.18,177.36,175.65,25302200.0,174.59,175.49,174.49,18653380.0,173.16,174.3,173.0,23751690.0
186.93,189.91,192.47,188.84,33031360.0,186.27,191.75,186.02,26544720.0,186.41,189.7,185.41,36529680.0
110.0,110.19,110.19,108.21,61747260.0,111.74,111.77,109.41,46717770.0,110.63,111.74,109.77,48702200.0
220.95,221.85,225.37,220.71,37418910.0,226.23,227.35,221.3,34121240.0,228.99,229.67,225.1,33290830.0
324.39,324.66,326.2,322.3,26122800.0,320.75,323.44,318.93,21910700.0,317.75,322.35,317.21,20254650.0
112.71,112.46,113.37,111.8,36340670.0,113.16,113.8,111.8,35850010.0,113.69,114.64,113.43,29608390.0
172.54,172.53,174.55,171.96,29461040.0,170.16,172.3,169.26,25400540.0,170.52,170.59,169.22,25938760.0
216.8,218.1,219.18,215.11,30149410.0,213.44,217.95,213.16,35034410.0,211.75,213.81,211.47,27595310.0
113.86,108.73,113.03,108.6,111186900.0,107.51,108.79,107.24,62080160.0,102.65,105.72,102.53,45114590.0
315.36,324.74,325.98,322.85,20028450.0,324.19,326.22,323.35,23686890.0,321.47,327.22,321.47,28432570.0
152.5,151.29,154.53,149.63,45034370.0,149.56,151.82,148.52,40622910.0,148.7,148.83,145.9,54571440.0
112.49,110.23,112.34,109.13,61681250.0,110.15,111.88,107.36,76562170.0,112.03,114.53,112.0,56111590.0
97.06,95.1,98.19,93.42,72274300.0,98.41,98.65,95.5,52960810.0,96.2,97.71,95.36,79356010.0
190.71,189.5,190.68,189.3,19636390.0,185.42,188.43,185.2,17426160.0,185.26,186.41,184.28,16543880.0
244.76,248.97,249.75,242.57,35709870.0,247.42,249.25,246.72,24143240.0,243.16,246.73,242.88,18369300.0
173.5,175.11,175.38,174.27,25129510.0,175.11,176.1,173.14,29422610.0,174.66,176.24,174.33,24358920.0
221.03,218.95,219.84,217.65,19419650.0,221.38,222.56,217.47,57977090.0,222.01,223.76,220.37,22187880.0
171.58,171.8,172.37,170.3,17154540.0,171.19,173.32,170.99,25323890.0,169.71,171.44,169.49,18958570.0
199.2,200.81,201.4,198.41,25338630.0,203.35,205.08,202.9,17265520.0,203.28,204.44,202.69,11362050.0
102.24,101.41,102.24,100.15,33490630.0,101.31,101.58,100.27,27148530.0,100.78,101.76,100.4,31538710.0
93.98,96.4,96.5,94.55,31851180.0,96.31,96.9,95.92,34240470.0,96.0,96.76,95.8,35290570.0
122.14,121.67,122.44,121.6,26320740.0,120.42,122.1,120.28,32417410.0,119.55,120.1,119.5,23191150.0
144.19,143.68,144.49,143.19,29174040.0,140.91,144.04,140.62,33348400.0,139.39,141.22,138.62,23531670.0
105.75,102.61,105.37,102.0,67569090.0,107.01,107.03,104.82,40885480.0,108.58,108.7,107.18,25184090.0
139.37,138.78,139.83,138.59,21555370.0,140.0,140.28,138.76,26170690.0,137.89,140.15,137.6,36362440.0
223.06,225.07,228.22,224.2,36187160.0,220.9,224.58,220.79,26318580.0,220.54,220.96,217.28,25361290.0
222.01,221.06,222.85,219.44,25643090.0,219.96,220.82,219.12,18386470.0,217.73,220.13,217.56,21158140.0
108.91,109.95,110.42,108.12,31735810.0,110.23,110.98,109.2,26178840.0,109.51,110.73,109.42,26560420.0
92.39,90.0,91.67,90.0,44223040.0,92.72,92.78,89.47,76183460.0,93.48,93.57,92.46,28641180.0
117.81,116.53,119.99,116.53,54851010.0,114.58,116.25,114.5,38610120.0,115.97,116.5,114.12,52828890.0
141.88,141.41,142.04,141.11,14676420.0,141.48,141.88,140.87,16529130.0,141.91,142.38,141.05,17775510.0
132.46,131.65,132.45,131.12,28321440.0,131.35,132.22,131.22,22941650.0,130.54,132.09,130.45,38158410.0
137.38,136.43,137.12,136.11,20769030.0,136.23,136.75,135.98,24487200.0,135.1,135.83,135.1,22163280.0
365.12,360.08,365.98,360.0,35055820.0,353.25,362.17,351.28,32661520.0,364.41,365.32,353.02,51314210.0
96.86,97.2,98.02,96.58,28949760.0,96.05,96.76,95.25,27526040.0,93.98,96.38,93.32,36192150.0
165.38,165.45,168.35,162.73,43250420.0,169.0,169.08,165.28,40620360.0,170.49,172.57,169.55,31754210.0
112.17,112.23,113.24,110.02,83825220.0,107.09,109.89,105.05,96531890.0,111.11,111.11,103.5,102731700.0
136.23,135.1,135.83,135.1,22163280.0,135.67,135.9,134.84,22539860.0,135.52,136.27,134.62,35578640.0
176.49,175.03,176.19,174.83,21561320.0,174.78,175.84,173.85,25100510.0,173.41,175.0,173.04,22858840.0
112.53,117.81,118.18,113.33,96820670.0,116.53,119.99,116.53,54851010.0,114.58,116.25,114.5,38610120.0
153.8,151.78,153.92,151.69,35907770.0,149.99,151.83,149.16,44366140.0,152.02,152.27,150.56,46575410.0
157.07,160.29,161.0,155.03,54145930.0,163.09,163.4,159.07,51467440.0,154.83,163.72,154.0,68171940.0
207.48,208.89,209.24,206.73,13909560.0,207.67,209.15,207.17,14991570.0,208.46,208.91,207.29,18355210.0
161.94,160.66,162.2,160.14,29377630.0,159.32,160.21,158.75,22074760.0,156.6,158.57,156.07,26208970.0
263.79,261.07,263.31,260.68,16810390.0,258.31,259.53,256.29,29377270.0,267.27,268.25,263.45,23693550.0
159.07,158.23,160.0,158.02,21564890.0,157.5,157.89,155.11,26330070.0,157.86,159.5,156.72,27391950.0
101.31,100.78,101.76,100.4,31538710.0,102.39,102.83,100.96,35890740.0,102.37,103.75,101.37,46026600.0
163.89,159.29,163.6,158.7,44387770.0,157.23,157.83,156.78,16916650.0,156.91,157.55,155.27,21175670.0
195.41,196.31,198.07,194.04,35824790.0,197.99,198.65,192.58,52392970.0,205.53,206.43,201.63,40862120.0
209.84,209.88,215.31,209.23,64827330.0,203.06,203.4,199.11,45751160.0,204.4,205.97,203.86,22010360.0
276.28,277.95,281.68,276.85,32503750.0,284.69,286.95,276.86,53812480.0,287.38,288.2,282.35,39281290.0
187.99,187.22,188.23,186.14,27468700.0,187.72,188.0,186.78,18503410.0,187.6,188.75,186.87,22409110.0
320.25,317.92,319.56,315.65,26117990.0,318.58,319.99,317.31,25458120.0,317.19,319.02,316.0,27710810.0
257.33,249.54,255.93,249.16,37781330.0,247.24,249.17,237.26,34790520.0,244.76,245.3,241.21,31130520.0
155.19,155.25,155.54,154.4,21144040.0,155.02,155.98,154.48,21017560.0,153.9,155.81,153.78,26591850.0
157.9,159.51,159.77,158.44,20565620.0,160.11,160.5,158.0,28157630.0,158.47,160.97,158.0,48846060.0
188.38,188.0,189.27,186.91,18383080.0,187.19,187.81,186.13,18083080.0,188.0,188.91,186.36,17014490.0
144.09,143.92,144.16,143.31,14198660.0,144.47,144.6,143.38,19998050.0,143.91,144.9,143.87,18325720.0
98.41,96.2,97.71,95.36,79356010.0,97.96,100.48,95.74,63000140.0,100.32,101.19,97.3,62285770.0
191.35,191.17,192.0,189.77,26580710.0,194.14,194.2,192.34,21329170.0,193.63,194.08,191.92,20912820.0
103.96,101.91,102.91,101.78,25058280.0,102.24,102.28,101.5,27368840.0,101.41,102.24,100.15,33490630.0
154.11,154.15,155.14,151.7,23046560.0,156.41,156.73,152.62,30273990.0,157.5,157.88,155.98,33259460.0
184.66,185.22,188.0,184.7,28364850.0,183.52,184.35,180.28,38612290.0,186.93,190.9,186.76,32879090.0
177.25,177.3,179.44,176.82,32395870.0,177.3,177.78,176.6,27052000.0,178.61,179.58,177.41,31306390.0
98.5,99.02,99.56,98.68,20839950.0,99.25,99.87,98.96,22378380.0,97.99,101.89,97.55,23265200.0
240.34,246.5,248.72,239.13,44054640.0,255.6,262.49,252.0,49250500.0,250.74,255.52,249.4,41994110.0
110.19,111.74,111.77,109.41,46717770.0,110.63,111.74,109.77,48702200.0,109.88,111.37,109.07,52033100.0
170.16,170.52,170.59,169.22,25938760.0,171.0,171.85,170.48,16412270.0,170.1,170.78,169.71,21477380.0
171.66,165.0,170.09,163.33,61759000.0,173.49,174.49,168.3,41678680.0,171.76,174.78,170.42,42704910.0
93.0,92.91,94.66,92.65,75219710.0,95.94,96.29,95.25,32042290.0,96.25,96.89,95.35,29124140.0
115.39,114.31,115.7,113.31,66028640.0,117.95,118.36,117.31,46820600.0,117.1,117.74,117.0,23492650.0
173.67,171.8,173.95,171.71,30953760.0,172.83,174.12,171.01,37378070.0,172.05,174.26,171.42,33690660.0
313.17,300.35,307.9,300.21,41587090.0,304.51,309.79,301.53,39732270.0,312.15,315.95,303.21,50155640.0
247.42,243.16,246.73,242.88,18369300.0,244.51,244.8,241.81,17916260.0,242.1,243.24,241.22,19932550.0
226.27,225.64,227.49,223.89,34755550.0,218.43,220.96,215.13,30352690.0,223.06,223.58,217.93,35767260.0
172.58,164.88,172.01,164.77,34581850.0,167.64,168.75,164.88,30237640.0,167.88,168.94,164.47,37425640.0
156.61,156.75,157.08,155.02,42357420.0,160.42,160.71,159.6,16252850.0,159.78,160.87,159.23,18969700.0
93.33,93.0,93.77,92.59,32895650.0,93.37,93.45,91.85,43665160.0,94.0,94.07,92.68,35850220.0
96.31,96.0,96.76,95.8,35290570.0,98.84,98.89,96.09,38866100.0,96.67,98.21,96.15,44811800.0
111.34,110.8,111.75,110.11,29723750.0,111.78,112.0,110.53,38794930.0,110.93,112.1,110.49,37622200.0
170.49,170.4,171.92,169.02,35474680.0,171.66,171.79,167.0,45968040.0,165.0,170.09,163.33,61759000.0
310.06,320.25,323.33,317.52,36634380.0,317.92,319.56,315.65,26117990.0,318.58,319.99,317.31,25458120.0
270.8,250.9,263.11,249.38,50455070.0,242.8,245.7,238.97,32470020.0,240.34,245.15,236.9,41483490.0
310.6,307.24,310.43,306.2,42621540.0,297.16,304.44,297.16,33090950.0,299.84,300.9,297.48,27877660.0
97.65,96.86,98.23,96.65,35131460.0,97.2,98.02,96.58,28949760.0,96.05,96.76,95.25,27526040.0
209.55,219.05,222.36,216.81,52954070.0,216.88,220.45,216.62,38016810.0,211.15,215.18,209.27,36487930.0
94.44,93.97,94.55,93.63,36505420.0,92.9,93.66,92.14,40387960.0,93.0,93.05,91.5,45595680.0
180.29,177.96,180.0,177.39,32130360.0,175.48,177.12,175.07,24518850.0,174.94,175.85,174.27,31686450.0
209.32,208.0,209.25,207.07,25396100.0,207.03,208.74,205.48,33408050.0,200.58,208.38,200.35,62317430.0
285.08,281.8,284.54,279.95,29271890.0,277.2,283.01,277.0,31627180.0,275.87,281.75,274.87,31203580.0
187.71,197.42,198.85,192.77,41208710.0,200.4,201.68,196.66,34908610.0,201.9,205.34,201.75,26339500.0
198.54,198.8,200.85,198.15,47800590.0,200.37,200.61,198.03,21513990.0,199.68,199.88,197.31,21124240.0
115.19,116.04,116.94,115.51,29158640.0,117.64,117.69,115.08,46301930.0,117.52,118.6,116.86,34275420.0
112.21,115.66,116.49,113.72,63712340.0,116.25,116.54,115.44,37080720.0,115.93,116.53,114.42,43218350.0
188.0,186.07,188.46,186.0,19046600.0,186.78,187.07,185.1,23639070.0,189.01,189.53,187.86,20393070.0
112.11,111.62,112.39,111.33,25364920.0,110.8,112.34,110.8,32771760.0,109.34,110.5,108.66,27150570.0
281.1,286.53,297.88,286.5,49678430.0,300.95,302.53,286.13,57668360.0,297.26,304.18,289.23,55548830.0
171.51,174.24,174.95,170.26,44662320.0,174.94,176.6,172.1,23623970.0,179.73,180.27,176.55,31096240.0
94.79,93.79,94.52,92.39,55622370.0,96.04,96.63,93.34,133059000.0,99.93,100.88,98.07,71937310.0
97.82,97.32,98.48,96.75,31890740.0,98.69,99.12,97.1,37708360.0,98.53,99.35,98.48,31672220.0
219.19,215.9,220.19,212.67,47191700.0,217.71,221.38,216.75,29027340.0,222.6,224.23,214.54,39992120.0
204.05,204.59,206.11,203.5,16866820.0,204.09,205.87,204.0,16947420.0,202.45,204.0,202.2,17595210.0
178.65,178.5,180.24,178.07,22676520.0,180.32,180.52,177.81,29334630.0,182.59,183.5,179.24,31464170.0
110.86,109.26,111.19,109.16,29976030.0,109.5,110.36,109.19,26160560.0,110.0,110.03,108.25,34113880.0
204.0,204.05,205.09,203.27,14107450.0,204.59,206.11,203.5,16866820.0,204.09,205.87,204.0,16947420.0
118.9,118.74,119.93,118.6,27453130.0,118.77,119.38,118.3,24432660.0,117.95,119.43,117.94,33420290.0
96.52,95.86,97.33,95.19,46418230.0,95.0,96.84,94.08,45870130.0,95.42,96.04,94.28,37190500.0
166.0,167.17,168.62,166.76,44453230.0,166.87,168.44,166.5,32234520.0,165.53,167.37,164.7,45635470.0
116.78,115.92,116.86,115.81,22115100.0,115.85,116.51,115.75,21081620.0,115.8,116.33,114.76,28769220.0
173.63,172.4,173.13,171.65,20442740.0,172.5,173.54,172.0,23402510.0,172.15,172.39,171.46,19088170.0
277.39,277.14,286.44,269.37,71322520.0,263.75,278.09,263.0,71686210.0,282.0,290.82,281.23,56544250.0
109.72,108.65,110.42,108.6,45547590.0,104.89,107.79,104.88,31154910.0,106.0,106.19,105.06,19354440.0
270.0,267.48,271.0,267.3,26547490.0,263.79,265.89,262.73,18661340.0,261.07,263.31,260.68,16810390.0
159.78,157.9,160.0,157.65,24093300.0,156.73,157.28,156.41,16367780.0,156.35,157.37,155.73,16380570.0
236.39,234.9,238.13,234.67,24413480.0,232.95,237.64,232.31,41990210.0,227.93,230.44,227.3,28962980.0
94.29,93.13,95.7,93.04,53920550.0,96.52,96.92,93.69,46315620.0,95.86,97.33,95.19,46418230.0
96.62,96.45,97.75,96.07,31251870.0,97.82,98.41,97.03,29373050.0,97.32,98.48,96.75,31890740.0
154.15,156.41,156.73,152.62,30273990.0,157.5,157.88,155.98,33259460.0,154.2,157.66,153.26,29616190.0
120.0,120.45,120.45,119.73,29922650.0,119.4,120.09,119.37,25554290.0,120.0,120.5,119.71,23687350.0
99.25,97.99,101.89,97.55,23265200.0,97.79,98.27,97.45,28487570.0,97.6,97.84,96.63,40170200.0
94.64,94.64,94.64,93.57,30417880.0,94.16,95.21,93.89,42009830.0,94.55,94.7,93.01,46858910.0
159.29,157.23,157.83,156.78,16916650.0,156.91,157.55,155.27,21175670.0,156.29,157.42,156.2,17633730.0
96.82,98.25,98.84,96.92,40290580.0,99.26,99.3,98.31,28218240.0,99.83,101.0,99.13,32690080.0
109.72,109.81,110.35,108.83,27623150.0,106.7,110.23,106.6,58724080.0,106.57,107.68,106.16,32230590.0
96.2,97.96,100.48,95.74,63000140.0,100.32,101.19,97.3,62285770.0,100.55,100.69,98.84,49046150.0
110.37,111.6,112.2,110.27,36151450.0,110.78,112.03,110.07,28507780.0,111.43,112.47,111.39,27054320.0
216.88,211.15,215.18,209.27,36487930.0,219.19,219.69,206.09,45713690.0,215.9,220.19,212.67,47191700.0
166.41,162.13,167.26,161.84,41976500.0,164.0,164.33,160.63,35617230.0,164.12,165.73,163.37,27850370.0
344.72,349.31,351.06,335.48,50415610.0,347.9,354.77,346.09,41662940.0,332.14,345.61,332.01,36928090.0
116.74,115.8,117.38,115.75,27756760.0,116.47,116.5,115.65,44284660.0,115.38,116.73,115.23,46286150.0
105.93,106.34,106.5,105.19,43607120.0,105.52,106.47,104.96,34394830.0,104.61,106.31,104.59,38236730.0
273.61,276.28,277.25,265.43,45247890.0,277.95,281.68,276.85,32503750.0,284.69,286.95,276.86,53812480.0
97.2,96.05,96.76,95.25,27526040.0,93.98,96.38,93.32,36192150.0,96.4,96.5,94.55,31851180.0
107.71,107.12,108.87,106.55,34117030.0,111.09,111.09,105.83,57097740.0,109.88,111.32,108.05,59118740.0
152.88,152.5,153.97,150.86,35661200.0,151.29,154.53,149.63,45034370.0,149.56,151.82,148.52,40622910.0
349.31,347.9,354.77,346.09,41662940.0,332.14,345.61,332.01,36928090.0,330.25,333.6,327.32,23913630.0
210.89,209.84,212.65,208.13,31996320.0,209.88,215.31,209.23,64827330.0,203.06,203.4,199.11,45751160.0
217.15,216.6,216.9,215.11,18457720.0,214.65,217.05,214.6,18505780.0,214.1,216.36,213.84,18965930.0
148.15,156.86,158.16,149.63,95497900.0,160.4,162.11,155.3,64398230.0,166.0,167.45,159.09,47597670.0
94.0,95.2,95.9,93.82,40984160.0,94.2,95.74,93.68,56770080.0,93.97,94.08,92.4,47844490.0
203.46,203.16,206.44,202.59,36547440.0,201.02,212.14,200.83,47539790.0,199.62,202.05,199.15,22481890.0
128.31,127.98,129.39,127.78,33671250.0,127.03,130.49,127.01,111837300.0,121.15,121.39,120.62,47767760.0
96.45,97.82,98.41,97.03,29373050.0,97.32,98.48,96.75,31890740.0,98.69,99.12,97.1,37708360.0
233.37,236.39,237.65,234.88,23040480.0,234.9,238.13,234.67,24413480.0,232.95,237.64,232.31,41990210.0
173.44,172.54,173.47,172.08,22342650.0,172.53,174.55,171.96,29461040.0,170.16,172.3,169.26,25400540.0
157.5,155.84,156.77,150.07,51608850.0,148.3,157.23,146.72,58133850.0,148.15,151.55,146.59,37169230.0
154.0,153.73,154.35,153.03,19217810.0,153.84,154.17,152.67,19201820.0,154.9,154.9,153.31,19906170.0
